"","prof","ein","fisyr","Accrual","age","FS_Totrev_adj","UNAgrand","HHI","GovtMoneyRat","FixedCostRat","EqRat_w","SurplusRat_ndrop_w892","ProfFundFeeYes","Subsector2","FY1998","FY1999","FY2000","FY2001","FY2002","FY2003","JustNowProfessionalized","waffle","D1","D2","D3","D4","D5","D6","AGE","Age2","Age3","Age4","Age5","EqRat_w_K"
"37522",1,770449599,1999,0,1,500360.220994475,96.5911602209945,0.377829988302146,0.436240410223795,0.262271276431401,7.12431400620377,0.0708171370691854,0,"Public",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00712431400620377
"37523",0,770450674,2001,0,3,0,0,1,0,0,8926,-6.76835413597953,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,8.926
"37524",0,770450674,2002,0,4,1661.55419222904,0,0.764767578327588,0,0,67047,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,67.047
"37525",0,770450674,2003,0,5,87473,0,0.484055695652286,0.65409228358164,0,57016,-0.140979033770035,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,57.016
"37527",0,770451614,1999,0,1,7955.80110497238,0,1,0,0,0,-2.46081499478191,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"37528",1,770451614,2000,0,2,112056.623931624,0,0.489480980434606,0.646412737760404,0.0714833589008204,145534,0.379844050940117,0,"Other",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,145.534
"37535",0,770451673,1998,0,0,35852.144469526,0,1,0,0,45505,-0.464243748781319,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,45.505
"37536",0,770451673,1999,0,1,33149.1712707182,0,1,0,0,53130,-0.638150582457429,0,"Edu(Exclu Higher)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,53.13
"37537",0,770451673,2000,0,2,26928.4188034188,0,1,0,0,68733,-0.525672365430112,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,68.733
"37538",0,770451673,2001,0,3,34480.7892004154,0,1,0,0,1717.62,-0.11455885197487,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,1.71762
"37539",0,770451673,2002,0,4,34118.609406953,0,1,0,0,1350.63333333333,-0.558513419260248,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,1.35063333333333
"37540",0,770451673,2003,0,5,36481,0,1,0,0,1450.74,-0.419768653034373,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,1.45074
"37549",0,770454076,1998,0,0,0,0,0,0,0,1.41121495327103,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00141121495327103
"37550",0,770454076,1999,0,1,0,0,0,0,0,5415,-6.76835413597953,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,5.415
"37551",0,770454076,2000,0,2,0,0,0,0,0,13212,-6.76835413597953,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,13.212
"37552",0,770454076,2001,0,3,0,0,0,0,0,3.03579766536965,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00303579766536965
"37553",0,770454076,2002,0,4,0,0,0,0,0,7465,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,7.465
"37554",0,770454076,2003,0,5,0,0,0,0,0,460.153846153846,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.460153846153846
"37555",0,770454317,1998,0,0,60130.9255079007,0,1,0,0,0,0.071285810510772,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37556",0,770454317,1999,0,1,44574.5856353591,0,1,0,0,0,-0.401034508273922,0,"Edu(Exclu Higher)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"37557",0,770454317,2000,0,2,47013.8888888889,0,1,0,0,24962,-0.347159165072639,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,24.962
"37558",0,770454317,2001,0,3,43221.1838006231,0,1,0,0,27446,-0.626650173847547,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,27.446
"37559",0,770454317,2003,0,5,44152,0,1,0,0,49475,-0.998618440423074,0,"Edu(Exclu Higher)",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,49.475
"37560",0,770455133,1999,0,1,2298.34254143646,0,1,0,0,82822,-6.76835413597953,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,82.822
"37561",0,770455133,2000,0,2,2526.7094017094,0,0.536857584691872,0,0,95367,-6.76835413597953,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,95.367
"37562",0,770455133,2001,0,3,0,0,1,0,0,1750.35555555556,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,1.75035555555556
"37563",0,770455133,2003,0,5,4185,0,0.39940365332711,0,0,281.964071856287,-6.76835413597953,0,"Other",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,0.281964071856287
"37567",0,770455929,2000,0,2,0,0,0,0,0,18340,-6.76835413597953,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,18.34
"37568",0,770455929,2001,0,3,0,0,0,0,0,22631,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,22.631
"37569",0,770455929,2003,0,5,0,0,0,0,0,22684,-6.76835413597953,0,"Other",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,22.684
"37576",0,770457021,1998,0,0,0,0,1,0,0,0,-6.76835413597953,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37577",0,770457156,2003,0,5,2794,0,0.650718970859429,0,0,7470,-6.76835413597953,0,"Arts",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,7.47
"37578",0,770457301,1998,0,0,0,0,0,0,0,0,-6.76835413597953,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37579",0,770457309,1998,0,0,0,0,0,0,0,0.803642689041236,-6.76835413597953,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.000803642689041236
"37580",0,770457309,1999,0,1,0,0,0,0,0,3.20989634748272,-6.76835413597953,0,"Public",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00320989634748272
"37581",1,770457309,2000,0,2,832096.153846154,0,0.998437362636911,0,0.0112114478315337,33.941288118436,0.311265500134163,0,"Public",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,0.033941288118436
"37582",0,770457562,1998,0,0,55367.9458239278,0,0.946668164249578,0,0,71515,0.379844050940117,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,71.515
"37583",0,770457562,1999,0,1,73980.1104972376,0,0.914127205175899,0,0,91079,0.29220397531668,0,"Arts",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,91.079
"37584",0,770457562,2000,0,2,67626.0683760684,0,0.862630427731677,0,0,129479,0.379844050940117,0,"Arts",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,129.479
"37585",0,770457562,2001,0,3,86240.9138110073,0,0.87696915163573,0,0,167176,0.379844050940117,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,167.176
"37586",0,770457562,2002,0,4,65523.5173824131,0,0.927208623958044,0,0,164493,-0.0188196934293534,0,"Arts",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,164.493
"37587",0,770457562,2003,0,5,52814,0,0.955409292370415,0,0,154472,-0.242033513206475,0,"Arts",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,154.472
"37588",0,770458044,1998,0,0,1088.03611738149,0,1,0,0,24810,-6.76835413597953,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,24.81
"37589",0,770458044,1999,0,1,0,0,0,0,0,19855,-6.76835413597953,0,"Edu(Exclu Higher)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,19.855
"37590",0,770458044,2000,0,2,66865.3846153846,0,1,0,0,21218,0.0217766851535918,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,21.218
"37591",0,770458044,2002,0,4,33330.2658486708,0,1,0,0,7866,-0.0581024381328192,0,"Edu(Exclu Higher)",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,7.866
"37594",0,770458747,1999,0,1,20840.8839779006,0,1,0,0,0,-0.254539241927048,0,"Arts",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"37595",0,770458747,2000,0,2,36382.4786324786,0,1,0,0,20.849815498155,-0.434535070040948,0,"Arts",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.020849815498155
"37596",0,770458747,2001,0,3,57272.0664589824,0,0.992665754393689,0,0,66449,-0.254379490373158,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,66.449
"37597",0,770458747,2002,0,4,54245.3987730061,0,0.925941566241964,0,0,42111,-0.941964501973857,0,"Arts",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,42.111
"37598",1,770458747,2003,0,5,123807,0,0.508383223640359,0,0.101623752195707,54332,0.0573710907211166,0,"Arts",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,54.332
"37599",0,770459173,1998,0,0,4949.20993227991,0,1,0,0,25004,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,25.004
"37600",0,770459173,1999,0,1,0,0,0,0,0,41802,-6.76835413597953,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,41.802
"37601",0,770459173,2000,0,2,8839.74358974359,0,1,0,0,42988,-6.76835413597953,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,42.988
"37602",0,770459173,2001,0,3,0,0,0,0,0,40548,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,40.548
"37603",0,770459173,2002,0,4,0,0,0,0,0,51724,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,51.724
"37604",0,770459173,2003,0,5,1900,0,1,0,0,64829,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,64.829
"37605",0,770459175,1998,0,0,56371.3318284424,0,0.889518647506952,0,0,474864,0.170021731119156,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,474.864
"37606",0,770459175,1999,0,1,57311.6022099448,0,0.962183279609291,0,0,456883,-0.274063411660833,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,456.883
"37607",0,770459175,2000,0,2,44016.0256410256,0,1,0,0,461563,0.11361512794583,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,461.563
"37608",1,770459175,2001,0,3,217395.638629283,0,0.674163649177944,0,8.80333352896297e-05,602759,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,602.759
"37630",0,770459954,2003,0,5,0,0,0,0,0,51871,-6.76835413597953,0,"Other",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,51.871
"37637",0,770460317,1998,0,0,56406.3205417607,3.52144469525959,0.792464955773617,0,0.576660406351374,3120,0.0624465878086122,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,3.12
"37638",1,770460317,1999,0,1,163408.839779006,29.5104972375691,0.859674987965149,0,0.483628055157766,26707,0.159500697514073,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,26.707
"37644",0,770460769,1998,0,0,0,0,0,0,0,1986,-6.76835413597953,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,1.986
"37645",0,770460885,2000,1,2,0,0,0,0,0,36.5154320987654,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0365154320987654
"37646",0,770460885,2001,1,3,0,0,0,0,0,33.3351713272942,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0333351713272942
"37647",1,770460885,2002,1,4,307656.441717791,37.9274028629857,0.922987738008292,0.00664699157161469,0,192.125,0.379844050940117,0,"Edu(Exclu Higher)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.192125
"37654",0,770461873,1998,0,0,82722.3476297968,0,0.877595344712841,0,0,21949,-0.129536637430268,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,21.949
"37655",0,770461873,1999,0,1,53317.1270718232,0,0.866870006548903,0,0,33473,0.0987071141105391,0,"Arts",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,33.473
"37656",0,770461873,2000,0,2,93032.0512820513,0,0.875599348987858,0,0,31904,-0.0722110798413982,0,"Arts",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,31.904
"37657",0,770461873,2001,0,3,86210.7995846314,0,0.867926809317317,0,0,35322,-0.0785700164666066,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,35.322
"37658",1,770461873,2002,0,4,113512.26993865,0,0.923541500203513,0,0,50585,-0.0373101428697047,0,"Arts",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,50.585
"37659",0,770461994,1998,1,0,51785.5530474041,0,1,0,0,334.804347826087,-0.574857344413776,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.334804347826087
"37660",0,770461994,1999,1,1,94615.4696132597,0,0.962630171513042,0,0,2.65051020408163,-0.125193942325227,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00265051020408163
"37661",0,770462821,1998,0,0,53080.1354401806,0,1,0,0,49803,0.379844050940117,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,49.803
"37662",1,770462821,1999,0,1,249022.099447514,0,0.565295248060181,0,0.0163412477039254,86.4624808575804,0.0216576904123985,0,"Other",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.0864624808575804
"37663",0,770462877,1998,0,0,0,0,0,0,0,665,-6.76835413597953,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.665
"37664",0,770462999,2002,0,4,0,0,0,0,0,3412,-6.76835413597953,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,3.412
"37665",0,770462999,2003,0,5,0,0,0,0,0,5171,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,5.171
"37666",0,770463128,2001,0,3,74116.303219107,0,0.520278938228879,0,0,30731,0.33727461266775,0,"Public",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,30.731
"37667",1,770463128,2002,0,4,128374.233128834,0,0.582213429369555,0,0.0192717686967663,61064,0.241606863468638,0,"Public",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,61.064
"37676",0,770463781,1999,0,1,0,0,0,0,0,10587,-6.76835413597953,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,10.587
"37677",0,770464407,2002,0,4,5293.45603271984,0,1,0,0,0,-4.77252356035503,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0
"37678",0,770464407,2003,0,5,4740,0,1,0,0,0,-5.00991352035436,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"37679",0,770464417,1998,0,0,80186.230248307,0,0.518341199582174,0,0.558438300164553,0.992474131072883,-0.907485536882459,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.000992474131072883
"37680",1,770464417,1999,1,1,1561202.20994475,0,0.685096690660779,0,0.454619030037798,2.55231311399324,-0.307396493427769,0,"Health",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00255231311399324
"37686",0,770464701,1998,0,0,26102.7088036117,0,1,0,0,0,-0.117265970612273,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37687",0,770464784,1998,0,0,0,0,0,0,0,0.0106100795755968,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,1.06100795755968e-05
"37688",1,770464784,1999,0,1,129896.132596685,-33.1491712707182,0.992947567379246,0,0,0.57184855360991,-0.465111726104051,0,"Other",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00057184855360991
"37695",0,770465125,2000,1,2,42434.8290598291,14.7820512820513,0.957298138712453,0.978222009617563,0.0971262749853824,1.33281212412798,-0.162564813800304,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00133281212412798
"37696",1,770465125,2001,1,3,227758.047767394,152.415368639668,0.517713430621841,0.599363519064792,0.0598673472931208,4.26653016713774,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,0.00426653016713774
"37697",0,770465143,1998,1,0,40695.2595936795,0,1,0,0,0,-0.142971692009121,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37698",0,770465143,1999,1,1,70313.8121546961,0,1,0,0,13243,0.03295211959537,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,13.243
"37699",0,770465143,2000,1,2,25131.4102564103,0,1,0,0,12750,0.0908409204990185,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,12.75
"37700",0,770465382,2000,0,2,0,0,0,0,0,5775,-6.76835413597953,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,5.775
"37701",0,770465382,2001,0,3,55.0363447559709,0,1,0,0,0,-6.76835413597953,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0
"37702",0,770465586,1998,0,0,34411.9638826185,0,0.71849889687873,0,0,0,0.231351668550023,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37703",0,770465586,1999,0,1,27946.9613259669,0,1,0,0,0,-0.469700692743676,0,"Edu(Exclu Higher)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"37704",0,770465586,2000,0,2,29860.0427350427,0,1,0,0,57507,0.0307670114164126,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,57.507
"37705",0,770465586,2001,0,3,36196.261682243,0,0.50133776997666,0,0,58795,-0.0425738302608216,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,58.795
"37706",0,770465586,2002,0,4,42707.5664621677,0,0.885856138380939,0,0,80253,0.379844050940117,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,80.253
"37707",0,770465586,2003,0,5,51802,0,0.683196959219921,0,0,85400,0.0832191185838658,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,85.4
"37734",0,770466601,1998,0,0,58455.9819413093,0,0.865410815692131,0,0.273290241868223,3832,0.0740041016443842,1,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,3.832
"37735",0,770466601,2000,0,2,27678.4188034188,0,1,0,0,7232,-0.028410754141125,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,7.232
"37750",0,770467599,2000,0,2,0,0,0,0,0,62237,-6.76835413597953,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,62.237
"37751",0,770467599,2002,0,4,0,0,0,0,0,61838,-6.76835413597953,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,61.838
"37752",0,770467599,2003,0,5,0,0,0,0,0,76998,-6.76835413597953,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,76.998
"37753",0,770469016,2001,0,3,0,0,0,0,0,40.4088176352705,-6.76835413597953,0,"Human Svcs",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.0404088176352705
"37754",0,770469016,2002,0,4,0,0,0,0,0,20.351711026616,-6.76835413597953,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.020351711026616
"37755",0,770469016,2003,0,5,0,0,0,0,0,27.977380952381,-6.76835413597953,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.027977380952381
"37758",0,770469291,2002,0,4,18356.8507157464,0,1,0,0,32995,0.0276249642279834,0,"Public",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,32.995
"37764",0,770469403,1999,0,1,0,0,0,0,0,16946,-6.76835413597953,0,"Public",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,16.946
"37765",0,770469403,2000,0,2,0,0,0,0,0,19865,-6.76835413597953,0,"Public",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,19.865
"37766",0,770469403,2001,0,3,0,0,0,0,0,8182,-6.76835413597953,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,8.182
"37767",0,770469403,2002,0,4,0,0,0,0,0,10306,-6.76835413597953,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,10.306
"37768",0,770469403,2003,0,5,0,0,0,0,0,0,-6.76835413597953,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"37769",0,770469460,1999,0,1,15775.6906077348,0,0.679855373740475,0,0,13738,-3.68311002209358,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,13.738
"37770",0,770469460,2000,0,2,11715.811965812,0,0.731480701824813,0,0,6240,-6.30422790832371,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,6.24
"37771",0,770469460,2001,0,3,11449.6365524403,0,0.681041777532262,0,0,8728,-4.70202330415002,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,8.728
"37772",0,770469460,2002,0,4,17325.1533742331,0,0.554917292743792,0,0,5586,-2.47335948149357,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,5.586
"37773",0,770469460,2003,0,5,13649,0,0.668210351246978,0,0,16340,-3.39216117216117,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,16.34
"37780",0,770469649,2001,1,3,68051.9210799585,3634.70612668744,0.505823708751009,0.440916165654469,0.474100745071477,2.57375687800737,-0.712124259534563,0,"Human Svcs",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.00257375687800737
"37781",1,770469649,2002,1,4,204072.597137014,3409.91717791411,0.506298784210425,0.432797382542601,0.444218511068604,2.64603490885327,-0.828333134035438,0,"Human Svcs",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.00264603490885327
"37788",0,770469732,1999,1,1,0,0,0,0,0,46843,-6.76835413597953,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,46.843
"37789",0,770469732,2000,1,2,0,0,0,0,0,49031,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,49.031
"37790",1,770469732,2001,1,3,192962.61682243,18.0259605399792,0.996122130392049,0,0,172669,0.379844050940117,0,"Edu(Exclu Higher)",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,172.669
"37791",0,770469807,1999,1,1,20356.9060773481,0,1,0,0,0,-2.0991258367865,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"37792",0,770469844,2000,0,2,89137.8205128205,73.0747863247863,0.339882877519068,0.291107835029305,0,86298,0.317699694762093,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,86.298
"37793",1,770469844,2001,0,3,123784.008307373,57.5493250259605,0.593725639591859,0.100961377134995,0,127596,0.342091151020281,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,127.596
"37798",0,770470334,1998,0,0,76950.3386004515,0,1,0,0,0,-0.160755251999864,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37799",1,770470334,1999,0,1,140185.635359116,0,1,0,0,3.22847715228477,0.149917783242474,0,"Edu(Exclu Higher)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00322847715228477
"37800",0,770470432,2001,0,3,14385.2544132918,0,0.796238264197895,0,0,17741,-1.81479025171353,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,17.741
"37801",0,770470432,2002,0,4,17728.0163599182,0,0.876742839712937,0,0,14678,-3.35060244035144,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,14.678
"37802",0,770470432,2003,0,5,18820,0,0.825549893221876,0,0,13817,-2.36703682057276,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,13.817
"37803",0,770470520,1998,1,0,0,0,0,0,0,0,-6.76835413597953,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
